date,de.x,a.x,ciudad,tipo,ligero,profundo,despierto,duracion_dormir,duracion_desp,snoring,tiempo_total
2019-08-26,2019-08-26T13:15:00Z,2019-08-26T13:31:00Z,Europe/Amsterdam,Walking,17220,11460,2760,0,180,0,28680
2019-08-29,2019-08-29T20:36:00Z,2019-08-29T21:06:00Z,Europe/Amsterdam,Walking,17399,7740,2101,360,300,0,25139
2019-08-30,2019-08-30T07:23:00Z,2019-08-30T07:27:00Z,Europe/Amsterdam,Walking,13380,10920,1740,360,0,0,24300
2019-08-30,2019-08-30T07:28:00Z,2019-08-30T07:43:00Z,Europe/Amsterdam,Running,13380,10920,1740,360,0,0,24300
2019-08-30,2019-08-30T08:52:00Z,2019-08-30T09:14:00Z,Europe/Amsterdam,Walking,13380,10920,1740,360,0,0,24300
2019-08-30,2019-08-30T13:16:00Z,2019-08-30T13:21:00Z,Europe/Amsterdam,Walking,13380,10920,1740,360,0,0,24300
2019-08-30,2019-08-30T13:27:00Z,2019-08-30T13:31:00Z,Europe/Amsterdam,Walking,13380,10920,1740,360,0,0,24300
2019-08-30,2019-08-30T13:45:00Z,2019-08-30T14:12:00Z,Europe/Amsterdam,Walking,13380,10920,1740,360,0,0,24300
2019-09-01,2019-09-01T09:09:00Z,2019-09-01T09:14:00Z,Europe/Amsterdam,Walking,12660,10020,1020,0,540,0,22680
2019-09-01,2019-09-01T09:15:00Z,2019-09-01T09:19:00Z,Europe/Amsterdam,Running,12660,10020,1020,0,540,0,22680
2019-09-02,2019-09-02T08:04:00Z,2019-09-02T08:23:00Z,Europe/Amsterdam,Running,12000,13560,660,0,660,0,25560
2019-09-03,2019-09-03T09:22:00Z,2019-09-03T09:38:00Z,Europe/Amsterdam,Walking,14520,12000,1320,0,360,0,26520
2019-09-03,2019-09-03T14:06:00Z,2019-09-03T14:10:00Z,Europe/Amsterdam,Walking,14520,12000,1320,0,360,0,26520
2019-09-04,2019-09-04T18:14:00Z,2019-09-04T18:21:00Z,Europe/Amsterdam,Walking,9840,15180,960,0,180,0,25020
2019-09-16,2019-09-16T10:50:00Z,2019-09-16T10:57:00Z,Europe/Madrid,Walking,15780,13800,3840,0,120,0,29580
2019-09-16,2019-09-16T10:50:00Z,2019-09-16T10:57:00Z,Europe/Madrid,Walking,10440,8040,1680,360,60,0,18480
2019-09-16,2019-09-16T17:41:00Z,2019-09-16T17:59:00Z,Europe/Madrid,Walking,15780,13800,3840,0,120,0,29580
2019-09-16,2019-09-16T17:41:00Z,2019-09-16T17:59:00Z,Europe/Madrid,Walking,10440,8040,1680,360,60,0,18480
2019-09-16,2019-09-16T18:59:00Z,2019-09-16T19:16:00Z,Europe/Madrid,Walking,15780,13800,3840,0,120,0,29580
2019-09-16,2019-09-16T18:59:00Z,2019-09-16T19:16:00Z,Europe/Madrid,Walking,10440,8040,1680,360,60,0,18480
2019-09-17,2019-09-17T08:00:00Z,2019-09-17T08:10:00Z,Europe/Madrid,Other,13980,15540,420,360,60,0,29520
2019-09-17,2019-09-17T08:00:00Z,2019-09-17T08:10:00Z,Europe/Madrid,Other,13980,15540,420,360,60,0,29520
2019-09-17,2019-09-17T09:15:00Z,2019-09-17T09:22:00Z,Europe/Madrid,Running,13980,15540,420,360,60,0,29520
2019-09-17,2019-09-17T09:29:00Z,2019-09-17T09:34:00Z,Europe/Madrid,Running,13980,15540,420,360,60,0,29520
2019-09-17,2019-09-17T12:12:00Z,2019-09-17T12:20:00Z,Europe/Madrid,Walking,13980,15540,420,360,60,0,29520
2019-09-17,2019-09-17T14:53:00Z,2019-09-17T15:02:00Z,Europe/Madrid,Walking,13980,15540,420,360,60,0,29520
2019-09-18,2019-09-18T09:00:00Z,2019-09-18T09:10:00Z,Europe/Madrid,Walking,9901,12479,4080,2580,0,0,22380
2019-09-18,2019-09-18T11:55:00Z,2019-09-18T12:06:00Z,Europe/Madrid,Walking,9901,12479,4080,2580,0,0,22380
2019-09-18,2019-09-18T13:46:00Z,2019-09-18T13:51:00Z,Europe/Madrid,Walking,9901,12479,4080,2580,0,0,22380
2019-09-18,2019-09-18T17:29:00Z,2019-09-18T17:47:00Z,Europe/Madrid,Walking,9901,12479,4080,2580,0,0,22380
2019-09-20,2019-09-20T07:00:00Z,2019-09-20T07:20:00Z,Europe/Amsterdam,Pilates,19260,16500,3900,360,300,0,35760
2019-09-20,2019-09-20T08:30:00Z,2019-09-20T08:45:00Z,Europe/Amsterdam,Cycling,19260,16500,3900,360,300,0,35760
2019-09-20,2019-09-20T09:52:00Z,2019-09-20T10:21:00Z,Europe/Amsterdam,Walking,19260,16500,3900,360,300,0,35760
2019-09-20,2019-09-20T13:56:00Z,2019-09-20T14:29:00Z,Europe/Amsterdam,Walking,19260,16500,3900,360,300,0,35760
2019-09-20,2019-09-20T15:00:00Z,2019-09-20T15:20:00Z,Europe/Amsterdam,Cycling,19260,16500,3900,360,300,0,35760
2019-09-21,2019-09-21T09:38:00Z,2019-09-21T09:56:00Z,Europe/Madrid,Running,12300,9420,1440,360,0,0,21720
2019-09-21,2019-09-21T09:57:00Z,2019-09-21T10:06:00Z,Europe/Madrid,Walking,12300,9420,1440,360,0,0,21720
2019-09-21,2019-09-21T14:56:00Z,2019-09-21T15:00:00Z,Europe/Madrid,Walking,12300,9420,1440,360,0,0,21720
2019-09-23,2019-09-23T13:37:00Z,2019-09-23T13:49:00Z,Europe/Madrid,Walking,14640,15600,2160,660,0,0,30240
2019-09-25,2019-09-25T08:55:00Z,2019-09-25T09:08:00Z,Europe/Amsterdam,Walking,14640,12000,2160,1740,420,0,26640
2019-09-25,2019-09-25T18:58:00Z,2019-09-25T19:11:00Z,Europe/Amsterdam,Walking,14640,12000,2160,1740,420,0,26640
2019-09-28,2019-09-28T08:15:00Z,2019-09-28T08:32:00Z,Europe/Amsterdam,Running,17160,8220,720,120,0,0,25380
2019-09-28,2019-09-28T08:33:00Z,2019-09-28T08:42:00Z,Europe/Amsterdam,Walking,17160,8220,720,120,0,0,25380
